Symbol,Company,FV,Sector,No Years,Price,Div Yield,5Y Avg Yield,Current Div,Payouts/ Year,Annualized,Previous Div,Ex-Date,Pay-Date,Low,High,DGR 1Y,DGR 3Y,DGR 5Y,DGR 10Y,TTR 1Y,TTR 3Y,Fair Value,FV %,,Streak Basis,Chowder Number,EPS 1Y,Revenue 1Y,NPM,CF/Share,ROE,Current R,Debt/Capital,ROTC,P/E,P/BV,PEG,New Member,Industry
RGCO,"RGC Resources, Inc.",,Utilities,22,19.01,4.10,2.75,0.195,4,0.78,0.185,1/14/22,2/1/22,19.01,26.02,5.64,5.99,6.40,5.09,0.66,-3.89,In the Margin of Safety,-15,Blended,Fiscal year ex-date excl. specials,11,0.00,16.87,-25.32,1.79,-20.00,0.89,0.55,4.29,-8.92,2.01,0.00,,Gas Utilities
RGLD,"Royal Gold, Inc.",,Materials,20,109.19,1.28,1.20,0.35,4,1.40,0.300,1/6/22,1/21/22,92.01,147.70,11.12,16.39,17.98,15.77,33.19,17.28,In the Margin of Safety,-41,Blended,Pay date,19,62.89,41.93,41.40,7.73,7.82,5.23,0.01,4.98,32.13,3.52,0.00,,Metals and Mining
RHI,Robert Half International Inc.,,Industrials,18,78.32,2.20,2.01,0.43,4,1.72,0.380,2/24/22,3/15/22,77.84,125.77,12.15,10.94,11.78,10.67,48.46,23.01,In the Margin of Safety,-18,Blended,Ex-date,14,57.56,12.53,9.55,5.50,49.53,1.77,0.16,33.66,19.13,8.57,1.16,,Professional Services
RJF,"Raymond James Financial, Inc.",,Financials,10,86.49,1.57,1.39,0.34,4,1.36,0.260,1/3/22,1/18/22,81.96,117.37,-15.14,0.26,8.96,9.52,35.76,28.97,In the Margin of Safety,-18,Blended,Fiscal year ex-date,11,43.14,25.50,14.18,22.89,18.53,2.37,0.32,,15.08,2.66,0.67,,Capital Markets
RLI,RLI Corp.,,Financials,47,109.21,2.86,1.08,0.260,12,3.12,0.250,5/27/22,6/21/22,96.22,121.93,4.17,4.36,4.57,5.25,2.01,18.22,In the Margin of Safety,-48,Blended,Ex-date excl. specials,7,288.03,34.84,21.99,8.04,22.04,1.14,0.16,13.08,19.70,4.35,1.65,,Insurance
RMAX,"RE/MAX Holdings, Inc.",,Real Estate,6,22.05,4.17,2.56,0.23,4,0.92,0.220,3/2/21,3/17/21,21.48,35.34,3.38,4.34,7.87,,-27.57,-7.89,In the Margin of Safety,-59,Blended,Ex-date,12,0.00,23.82,-4.40,2.03,-25.50,1.58,0.88,8.09,-34.02,1.05,0.00,,Real Estate Management and Development
RMD,ResMed Inc.,,Health Care,10,196.23,0.86,1.08,0.42,4,1.68,0.390,8/18/21,9/23/21,189.40,301.34,5.78,4.17,5.05,,25.86,33.80,At Fair Value,0,Blended,Ex-date,6,69.65,14.51,22.03,3.42,26.04,2.56,0.21,16.04,45.39,10.82,2.47,,Healthcare Equipment and Supplies
RMR,The RMR Group Inc.,,Real Estate,6,26.72,5.99,3.49,0.4,4,1.60,0.380,4/22/22,5/19/22,26.55,47.12,0.00,8.20,7.70,,-5.75,-11.97,In the Margin of Safety,-33,Blended,Ex-date,14,19.14,3.21,19.34,5.28,18.37,2.97,0.09,10.95,14.10,2.59,4.73,,Real Estate Management and Development
RNR,RenaissanceRe Holdings Ltd.,,Financials,27,148.18,1.00,0.92,0.37,4,1.48,0.360,3/14/22,3/31/22,134.70,174.55,2.84,2.93,3.02,3.29,-0.13,4.27,In the Margin of Safety,0,Blended,Ex-date,4,0.00,3.88,-2.67,26.24,-1.66,1.34,0.11,-0.63,-40.69,1.31,0.00,,Insurance
ROK,"Rockwell Automation, Inc.",,Industrials,13,198.01,2.26,1.96,1.12,4,4.48,1.070,11/12/21,12/10/21,191.08,354.99,4.79,5.04,8.08,10.43,7.09,19.07,In the Margin of Safety,-5,Blended,Ex-date,10,-59.44,16.12,8.82,6.42,24.99,1.09,0.61,11.22,50.45,12.37,-29.49,,Electrical Equipment
ROL,"Rollins, Inc.",,Industrials,20,32.02,1.25,0.97,0.1,4,0.40,0.080,11/9/21,12/10/21,28.51,40.11,49.99,11.94,14.31,15.40,3.12,9.37,In the Margin of Safety,-12,Blended,Declaration date,16,6.46,12.25,13.33,0.76,31.53,1.04,0.33,18.45,52.19,15.59,3.90,,Commercial Services and Supplies
ROP,"Roper Technologies, Inc.",,Industrials,29,372.29,0.67,0.54,0.62,4,2.48,0.563,1/7/22,1/24/22,371.59,505.00,9.89,10.73,13.05,17.32,17.69,11.96,In the Margin of Safety,-21,Blended,Declaration date,14,16.24,21.50,48.65,18.28,8.23,1.29,0.36,4.98,49.79,3.70,6.49,,Industrial Conglomerates
RPM,RPM International Inc.,,Materials,48,75.45,2.12,2.17,0.4,4,1.60,0.380,10/15/21,10/29/21,74.56,101.48,5.41,5.20,6.29,6.27,-9.76,14.14,At Fair Value,0,Blended,Fiscal year ex-date,8,-1.30,11.12,6.94,2.12,26.55,1.46,0.61,9.01,24.32,5.97,1.41,,Chemicals
RRX,Regal Rexnord Corporation,,Industrials,17,111.21,1.26,1.34,0.35,4,1.40,0.330,6/29/22,7/14/22,110.36,176.91,37.50,13.79,11.45,8.65,15.86,27.56,In the Margin of Safety,-20,Blended,Ex-date,13,-5.63,43.79,6.21,5.60,6.04,2.82,0.26,4.82,30.14,1.57,25.27,,Electrical Equipment
RS,Reliance Steel & Aluminum Co.,,Materials,12,167.34,2.09,2.07,0.875,4,3.50,0.688,3/10/22,3/25/22,135.46,211.66,14.64,12.74,11.56,19.14,22.51,29.37,In the Margin of Safety,-13,Blended,Ex-date,14,194.82,73.41,10.61,16.60,28.17,3.96,0.23,18.53,6.90,1.74,0.17,,Metals and Mining
RSG,"Republic Services, Inc.",,Industrials,19,121.76,1.51,1.82,0.46,4,1.84,0.425,9/30/21,10/15/21,106.46,145.98,7.45,7.09,7.46,7.70,35.31,20.18,At Fair Value,0,Blended,Ex-date,9,32.91,14.45,11.55,8.91,15.30,0.76,0.53,7.49,31.31,4.66,1.79,,Commercial Services and Supplies
RTX,Raytheon Technologies Corporation,,Industrials,29,89.52,2.46,1.86,0.55,4,2.20,0.510,5/19/22,6/16/22,79.00,106.02,7.37,4.15,4.20,5.38,31.24,-6.34,In the Margin of Safety,-21,Blended,Ex-date,7,0.00,7.24,6.47,4.57,6.06,1.17,0.31,4.04,35.05,2.04,-2.28,,Aerospace and Defense
RVSB,"Riverview Bancorp, Inc.",,Financials,8,6.09,3.61,2.45,0.055,4,0.22,0.050,10/6/21,10/19/21,6.08,8.22,5.01,14.48,21.30,,12.17,4.24,In the Margin of Safety,-53,Blended,Ex-date,25,109.15,29.75,33.84,1.09,14.14,0.17,0.00,,7.69,1.07,0.32,,Thrifts and Mortgage Finance
SAFE,Safehold Inc.,,Real Estate,5,34.94,2.03,1.76,0.177,4,0.71,0.170,6/29/22,7/15/22,34.47,95.29,4.81,4.27,,,-20.14,38.15,In the Margin of Safety,-6,Blended,Pay date,,29.20,30.54,38.33,1.02,4.76,23.56,0.60,2.60,37.88,1.71,,,Equity Real Estate Investment Trusts (REITs)
SAH,"Sonic Automotive, Inc.",,Consumer Discretionary,7,34.63,2.89,1.66,0.25,4,1.00,0.120,3/14/22,4/14/22,34.28,58.00,52.50,29.64,24.99,19.83,-13.12,44.00,In the Margin of Safety,-141,Blended,Pay date,28,99.26,28.80,2.98,11.40,40.03,1.11,0.75,10.08,4.46,1.52,0.12,,Specialty Retail
SAMG,Silvercrest Asset Management Group Inc.,,Financials,5,17.95,3.79,4.30,0.17,4,0.68,0.160,9/9/21,9/17/21,14.20,22.68,4.69,5.54,6.90,,48.07,18.28,At Fair Value,0,Blended,Ex-date,11,46.49,24.03,14.73,3.74,28.66,2.47,0.24,14.58,10.10,2.35,0.41,,Capital Markets
SASR,"Sandy Spring Bancorp, Inc.",,Financials,12,38.59,3.52,3.46,0.34,4,1.36,0.320,2/17/22,2/28/22,37.62,52.04,6.56,5.10,5.39,13.71,6.34,16.92,In the Margin of Safety,-5,Blended,Ex-date,9,28.04,6.94,38.83,5.49,13.57,0.06,0.00,,10.26,1.37,0.69,,Banks
SBFG,"SB Financial Group, Inc.",,Financials,9,17.16,2.80,2.24,0.12,4,0.48,0.115,5/12/22,5/27/22,16.27,20.85,11.17,11.37,12.76,,16.58,7.40,At Fair Value,0,Blended,Ex-date,16,-28.96,-13.58,23.20,2.30,10.13,0.13,0.00,,10.36,1.07,2.70,,Banks
SBSI,"Southside Bancshares, Inc.",,Financials,28,36.42,3.73,3.50,0.34,4,1.36,0.330,2/16/22,3/3/22,34.52,45.36,5.56,3.49,7.08,9.38,9.63,11.24,In the Margin of Safety,-3,Blended,Declaration date,11,-5.55,-2.70,42.56,5.52,12.70,0.04,0.00,,12.70,1.69,1.08,,Banks
SBUX,Starbucks Corporation,,Consumer Discretionary,12,70.95,2.76,1.96,0.49,4,1.96,0.450,11/10/21,11/26/21,68.39,126.32,9.31,10.86,15.88,20.15,-15.29,8.95,In the Margin of Safety,-26,Blended,Ex-date,19,344.10,31.41,14.08,4.54,85.01,0.83,1.55,19.12,24.27,-11.97,1.84,,"Hotels, Restaurants and Leisure"
SCI,Service Corporation International,,Consumer Discretionary,12,63.54,1.57,1.65,0.25,4,1.00,0.230,3/14/22,3/31/22,51.53,72.07,15.00,10.07,12.09,16.49,30.90,19.87,In the Margin of Safety,-14,Blended,Declaration date,14,134.66,29.12,19.00,5.78,42.99,0.60,0.69,12.75,13.72,5.69,0.41,,Diversified Consumer Services
SCL,Stepan Company,,Materials,54,96.09,1.39,1.11,0.335,4,1.34,0.305,11/29/21,12/15/21,95.28,129.35,10.35,10.45,10.14,9.02,-21.41,5.27,In the Margin of Safety,-24,Blended,Ex-date,12,1.71,26.88,5.72,2.75,13.41,1.78,0.36,7.63,15.94,1.98,1.69,,Chemicals
SCVL,"Shoe Carnival, Inc.",,Consumer Discretionary,9,25.16,1.43,1.07,0.09,4,0.36,0.070,4/1/22,4/18/22,23.78,46.21,57.75,21.15,21.68,,-4.98,20.97,In the Margin of Safety,-104,Blended,Ex-date,23,994.05,41.85,10.50,3.17,34.38,2.37,0.36,18.58,6.14,1.83,0.14,,Specialty Retail
SEIC,SEI Investments Company,,Financials,31,51.73,1.55,1.23,0.4,2,0.80,0.370,12/20/21,1/7/22,51.34,65.22,6.95,6.92,7.36,11.05,0.09,6.14,In the Margin of Safety,-39,Blended,Declaration date excl. specials,9,34.80,18.50,29.72,5.42,31.96,5.20,0.04,20.35,13.87,4.19,0.92,,Capital Markets
SF,Stifel Financial Corp.,,Financials,5,56.25,2.13,0.99,0.3,4,1.20,0.150,2/28/22,3/15/22,55.17,83.28,53.06,30.18,,,7.12,25.92,In the Margin of Safety,-91,Blended,Ex-date,,39.07,18.96,17.52,6.77,17.62,0.88,0.35,,9.29,1.66,0.21,,Capital Markets
SFBC,"Sound Financial Bancorp, Inc.",,Financials,8,36.43,1.87,1.76,0.17,4,0.68,0.150,2/9/21,2/24/21,36.40,48.39,9.68,6.69,15.92,,-7.14,5.91,In the Margin of Safety,-5,Blended,Ex-date excl. specials,18,-19.66,1.51,23.03,5.49,9.30,0.25,0.00,,11.72,1.06,1.60,,Banks
SFBS,"ServisFirst Bancshares, Inc.",,Financials,8,76.69,1.20,1.31,0.23,4,0.92,0.200,12/30/21,1/7/22,63.28,97.25,14.67,18.26,32.58,,57.04,43.63,At Fair Value,0,Blended,Ex-date,34,14.26,11.99,54.89,4.96,19.42,0.25,0.00,,24.16,4.42,1.22,,Banks
SFNC,Simmons First National Corporation,,Financials,11,21.48,3.54,2.61,0.19,4,0.76,0.180,3/14/22,4/4/22,21.39,32.76,5.80,6.17,8.53,6.61,-9.37,5.39,In the Margin of Safety,-25,Blended,Ex-date,12,7.78,7.17,32.44,2.38,9.13,0.10,0.00,,10.80,1.00,1.14,,Banks
SGU,"Star Group, L.P.",,Utilities,13,9.62,6.34,5.26,0.153,4,0.61,0.143,4/22/22,5/3/22,9.08,11.89,7.55,6.65,6.82,6.28,10.39,10.84,In the Margin of Safety,-20,Blended,Fiscal year ex-date,13,-25.56,28.55,3.36,-1.08,17.89,0.88,0.54,8.77,8.32,1.20,0.50,,Gas Utilities
SHEN,Shenandoah Telecommunications Company,,Communication Services,9,22.34,0.31,0.64,0.07,1,0.07,,,,17.06,61.53,-79.42,-36.24,-22.48,-8.22,-20.88,-4.03,Above Fair Value,45,Blended,Ex-date,-22,-0.10,9.96,378.79,-6.39,0.69,2.22,0.09,0.13,269.49,1.84,0.00,,Wireless Telecommunication Services
SHW,The Sherwin-Williams Company,,Materials,44,218.95,1.10,0.89,0.6,4,2.40,0.550,2/25/22,3/11/22,216.12,354.15,19.05,22.08,14.91,16.35,2.26,21.28,In the Margin of Safety,-10,Blended,Ex-date,16,-10.95,7.51,9.00,7.96,68.73,0.88,0.85,10.99,35.66,28.92,3.61,,Chemicals
SIGI,"Selective Insurance Group, Inc.",,Financials,9,75.86,1.48,1.32,0.28,4,1.12,0.250,11/12/21,12/1/21,73.90,94.35,10.42,11.73,11.33,7.39,24.86,13.80,In the Margin of Safety,-11,Blended,Ex-date,13,49.71,21.66,10.26,12.18,12.71,0.32,0.16,8.91,15.76,2.10,1.07,,Insurance
SIMO,Silicon Motion Technology Corporation,,Information Technology,7,85.05,2.35,2.72,0.5,4,2.00,0.350,11/9/21,11/24/21,58.86,98.65,21.43,12.32,19.42,,15.17,22.54,In the Margin of Safety,-7,Blended,Ex-date,22,151.31,66.63,22.43,4.49,36.28,2.99,0.00,27.49,10.52,3.66,0.70,,Semiconductors and Semiconductor Equipment
SIRI,Sirius XM Holdings Inc.,,Communication Services,6,5.71,1.54,0.92,0.022,4,0.09,0.015,11/4/21,11/29/21,5.69,6.88,31.19,16.58,29.63,,14.32,7.71,In the Margin of Safety,-54,Blended,Ex-date,31,2515.64,8.33,15.92,0.52,355.59,0.38,1.55,19.13,18.94,-7.28,1.14,,Media
SJI,"South Jersey Industries, Inc.",,Utilities,23,33.76,3.67,4.20,0.31,4,1.24,0.303,12/9/21,12/29/21,20.75,35.32,2.52,2.58,2.70,4.79,60.05,7.12,At Fair Value,0,Blended,Ex-date,6,-58.24,27.40,4.15,3.36,4.53,0.84,0.61,4.15,44.28,1.88,-6.22,,Gas Utilities
SJM,The J. M. Smucker Company,,Consumer Staples,25,123.42,3.21,2.84,0.99,4,3.96,0.900,8/12/21,9/1/21,118.55,146.74,8.11,5.14,5.80,7.49,10.20,8.39,At Fair Value,0,Blended,Ex-date excl. specials,9,-25.12,-0.05,7.90,10.51,7.77,1.03,0.36,5.86,23.46,1.81,8.64,,Food Products
SJW,SJW Group,,Utilities,55,56.6,2.54,1.96,0.36,4,1.44,0.340,2/4/22,3/1/22,55.74,73.69,6.16,6.58,10.84,7.11,12.73,6.13,In the Margin of Safety,-15,Blended,Ex-date,13,193.53,27.19,10.57,4.75,6.14,0.64,0.61,2.59,33.83,2.05,12.18,,Water Utilities
SLGN,Silgan Holdings Inc.,,Materials,18,40,1.60,1.35,0.16,4,0.64,0.140,3/16/22,3/31/22,37.10,46.98,16.00,12.26,10.95,9.94,11.50,17.65,In the Margin of Safety,-26,Blended,Ex-date,13,81.90,30.89,6.31,4.18,25.44,1.33,0.71,7.37,13.79,3.13,0.71,,Containers and Packaging
SMBC,"Southern Missouri Bancorp, Inc.",,Financials,11,44.38,1.80,1.66,0.2,4,0.80,0.160,8/12/21,8/31/21,39.75,61.93,24.60,14.98,14.28,12.22,28.67,19.70,In the Margin of Safety,-5,Blended,Ex-date,16,20.21,14.38,39.59,7.31,15.98,0.10,0.00,,9.36,1.44,0.46,,Thrifts and Mortgage Finance
SMG,The Scotts Miracle-Gro Company,,Materials,13,76.58,3.45,2.12,0.66,4,2.64,0.620,8/26/21,9/10/21,76.22,198.18,6.56,6.05,5.71,8.50,-48.99,19.37,In the Margin of Safety,-21,Blended,Ex-date excl. specials,9,-24.80,-7.43,8.81,-3.08,42.54,2.22,0.81,8.75,17.38,7.24,0.98,,Chemicals
SMMF,"Summit Financial Group, Inc.",,Financials,8,26.85,2.68,2.44,0.18,4,0.72,0.170,9/14/21,9/30/21,21.00,28.00,4.42,9.56,11.61,,-0.81,1.85,In the Margin of Safety,-16,Blended,Ex-date,14,24.73,16.78,36.62,4.75,15.09,0.04,0.00,,7.14,1.04,0.27,,Banks
SNA,Snap-on Incorporated,,Industrials,13,191.82,2.96,2.54,1.42,4,5.68,1.230,11/18/21,12/10/21,190.43,235.36,14.72,14.40,14.96,14.92,-8.79,12.40,In the Margin of Safety,-18,Blended,Ex-date,18,25.06,13.53,18.09,15.67,21.09,3.16,0.23,13.32,12.95,2.53,1.26,,Machinery
SNDR,"Schneider National, Inc.",,Industrials,5,22.12,1.45,1.09,0.08,4,0.32,0.070,3/10/22,4/8/22,20.48,27.50,9.44,6.52,,,3.37,14.39,In the Margin of Safety,-51,Blended,Pay date excl. specials,,98.46,28.71,7.38,3.39,19.23,1.93,0.08,15.88,10.24,1.82,,,Road and Rail
SNE,Sony Corporation,,Consumer Discretionary,6,81.66,0.33,0.60,0.268,1,0.27,0.266,3/29/22,6/10/22,79.94,133.75,4.05,19.20,24.35,5.31,-2.65,35.26,At Fair Value,0,Blended,Ex-date,25,-25.25,10.25,8.90,995.44,13.86,0.64,0.32,7.44,0.15,0.02,0.01,,Household Durables
SNV,Synovus Financial Corp.,,Financials,8,34.6,3.93,3.42,0.34,4,1.36,0.330,3/16/22,4/1/22,34.15,54.40,0.76,8.20,21.14,16.86,10.25,17.38,In the Margin of Safety,-41,Blended,Pay date,25,46.88,12.06,35.93,6.54,14.91,0.05,0.00,,10.08,1.67,0.55,,Banks
SO,The Southern Company,,Utilities,21,66.28,4.10,4.45,0.68,4,2.72,0.660,5/13/22,6/6/22,60.12,77.24,3.13,3.23,3.35,3.40,21.54,16.78,At Fair Value,0,Blended,Ex-date,7,-32.56,12.16,9.61,6.14,6.58,0.90,0.64,2.75,33.62,2.73,-7.70,,Electric Utilities
SON,Sonoco Products Company,,Materials,40,51.71,3.79,3.05,0.49,4,1.96,0.450,5/9/22,6/10/22,51.63,67.82,3.45,3.16,4.00,4.50,1.72,3.65,In the Margin of Safety,-25,Blended,Ex-date,8,0.00,13.64,-0.71,1.63,-2.06,1.32,0.65,0.61,-148.35,3.25,0.00,,Containers and Packaging
SPGI,S&P Global Inc.,,Financials,49,316.03,1.08,0.89,0.85,4,3.40,0.770,5/26/22,6/10/22,311.87,484.21,10.80,14.17,15.64,11.86,17.11,25.95,In the Margin of Safety,-4,Blended,Ex-date excl. specials,17,37.68,13.01,40.42,12.24,15.94,1.38,0.23,8.33,29.21,3.52,2.75,,Capital Markets
SPTN,SpartanNash Company,,Consumer Staples,12,30.89,2.72,4.06,0.21,4,0.84,0.200,3/16/22,3/31/22,18.08,37.48,4.19,3.53,5.67,12.04,73.97,33.64,At Fair Value,0,Blended,Ex-date,8,-7.69,-1.24,0.82,5.71,9.52,1.56,0.49,4.54,16.43,1.55,3.64,,Food and Staples Retailing
SR,Spire Inc.,,Utilities,19,71.69,3.82,3.26,0.685,4,2.74,0.650,12/9/21,1/4/22,59.60,79.24,4.92,4.95,5.64,5.00,1.03,-0.96,At Fair Value,0,Blended,Ex-date,9,39.99,-6.22,10.94,4.76,8.07,0.79,0.58,3.80,17.69,1.44,4.19,,Gas Utilities
SRCE,1st Source Corporation,,Financials,35,44.63,2.78,2.47,0.31,4,1.24,0.300,8/2/21,8/13/21,41.19,52.70,8.86,6.79,11.31,7.78,-0.28,3.76,In the Margin of Safety,-9,Blended,Ex-date excl. specials,14,29.40,10.64,34.67,6.68,12.71,0.07,0.00,,9.85,1.33,0.65,,Banks
SRE,Sempra Energy,,Utilities,18,141.96,3.23,3.06,1.145,4,4.58,1.100,3/24/22,4/15/22,119.56,173.28,4.96,6.77,7.57,8.10,30.98,13.77,At Fair Value,0,Blended,Pay date,11,-56.30,15.68,7.79,12.51,4.49,0.73,0.50,3.28,53.50,2.11,-4.62,,Multi-Utilities
SSB,South State Corporation,,Financials,11,73.44,2.67,2.29,0.49,4,1.96,0.470,8/11/21,8/19/21,62.60,93.34,3.20,10.71,9.02,11.06,6.40,8.81,In the Margin of Safety,-19,Blended,Ex-date,12,60.22,26.16,28.75,5.83,8.68,0.17,0.00,,13.42,1.20,1.34,,Banks
SSD,"Simpson Manufacturing Co., Inc.",,Industrials,9,90.3,1.15,1.25,0.26,4,1.04,0.250,7/6/22,7/28/22,89.65,141.26,-34.79,-4.83,1.39,4.14,5.80,23.91,In the Margin of Safety,-95,Blended,Pay date,3,55.80,29.08,18.07,4.12,27.66,5.83,0.38,17.72,15.20,3.83,0.53,,Building Products
SSNC,"SS&C Technologies Holdings, Inc.",,Information Technology,6,55.22,1.45,0.77,0.2,4,0.80,0.160,11/30/21,12/15/21,54.59,84.85,27.44,29.70,23.57,,8.41,6.56,In the Margin of Safety,-55,Blended,Ex-date,25,14.42,8.15,15.60,5.59,13.31,1.09,0.56,5.95,24.03,3.10,0.82,,Software
STAG,"STAG Industrial, Inc.",,Real Estate,9,30.33,4.82,5.14,0.122,12,1.46,0.121,1/28/22,2/15/22,30.12,48.27,0.69,-4.38,0.85,3.96,27.50,16.75,In the Margin of Safety,-1,Blended,Ex-date,6,27.31,17.75,37.51,2.09,7.30,2.28,0.41,2.13,31.64,2.18,0.53,,Equity Real Estate Investment Trusts (REITs)
STBA,"S&T Bancorp, Inc.",,Financials,10,27.26,4.40,3.20,0.3,4,1.20,0.290,5/4/22,5/19/22,27.01,34.20,1.79,3.11,7.89,6.63,-8.43,-5.69,In the Margin of Safety,-33,Blended,Ex-date,12,170.61,42.50,33.29,5.45,9.15,0.11,0.00,,10.79,0.99,2.02,,Banks
STE,STERIS plc,,Health Care,17,195.07,0.88,0.99,0.43,4,1.72,0.400,9/2/21,9/24/21,193.19,255.94,7.65,8.32,9.17,9.86,27.93,24.72,In the Margin of Safety,-1,Blended,Ex-date excl. specials,10,-46.39,47.55,5.32,7.03,4.66,2.04,0.34,5.09,96.69,3.71,6.81,,Healthcare Equipment and Supplies
STLD,"Steel Dynamics, Inc.",,Materials,12,69.87,1.95,2.29,0.34,4,1.36,0.260,3/30/22,4/15/22,50.54,100.37,10.90,11.76,14.27,10.85,67.19,36.93,In the Margin of Safety,-44,Blended,Pay date,16,414.49,93.31,19.03,13.78,66.86,3.42,0.31,36.35,4.31,2.27,0.08,,Metals and Mining
STN,Stantec Inc.,,Industrials,7,41.78,1.38,1.47,0.145,4,0.58,0.130,3/30/22,4/18/22,40.92,58.50,11.54,8.70,8.99,21.73,18.49,30.36,At Fair Value,0,Blended,Ex-date,10,8.08,5.53,5.12,3.13,9.88,1.52,0.50,5.65,28.67,2.81,0.80,,Professional Services
STOR,STORE Capital Corporation,,Real Estate,8,25.1,6.14,5.18,0.385,4,1.54,0.360,9/29/21,10/15/21,24.48,37.13,5.95,5.24,5.86,,-8.65,0.20,In the Margin of Safety,-21,Blended,Ex-date,12,39.23,17.88,36.56,2.28,5.79,1.99,0.47,3.12,26.49,1.55,4.73,,Equity Real Estate Investment Trusts (REITs)
STT,State Street Corporation,,Financials,11,62.33,3.66,2.78,0.57,4,2.28,0.520,9/30/21,10/12/21,61.29,104.87,32.22,14.55,13.20,13.43,7.04,13.35,In the Margin of Safety,-40,Blended,Ex-date,17,21.57,5.52,22.81,4.52,10.85,0.44,0.00,,11.66,1.32,1.75,,Capital Markets
STZ,"Constellation Brands, Inc.",,Consumer Staples,7,225.77,1.42,1.47,0.8,4,3.20,0.760,5/4/22,5/19/22,207.35,261.53,1.34,0.90,13.70,,2.37,11.17,At Fair Value,0,Blended,Ex-date,15,0.00,2.39,-0.46,14.19,0.01,1.24,0.48,7.86,-1017.56,3.45,0.00,,Beverages
STZ.B,"Constellation Brands, Inc.",,Consumer Staples,7,264.29,1.09,1.32,0.72,4,2.88,0.690,5/4/22,5/19/22,209.90,300.00,1.48,0.99,13.90,,1.69,11.40,At Fair Value,0,Blended,Ex-date,15,0.00,2.39,-0.46,14.19,0.01,1.24,0.48,7.86,-1027.31,3.49,0.00,,Beverages
SUI,"Sun Communities, Inc.",,Real Estate,6,152.74,2.30,2.39,0.88,4,3.52,0.830,3/30/22,4/15/22,148.64,211.79,5.32,5.38,5.17,2.95,18.97,16.35,At Fair Value,0,Blended,Ex-date,7,83.11,55.31,15.15,6.64,6.08,2.08,0.49,2.51,56.69,3.12,1.19,,Equity Real Estate Investment Trusts (REITs)
SWCH,"Switch, Inc.",,Information Technology,5,32.95,0.64,0.70,0.053,4,0.21,0.050,8/18/21,8/31/21,20.15,33.84,15.67,33.00,,,91.22,45.42,Above Fair Value,8,Blended,Ex-date,,-81.11,21.68,1.05,1.82,2.30,0.53,0.75,3.24,654.36,13.55,,,IT Services
SWK,"Stanley Black & Decker, Inc.",,Industrials,55,101.7,3.11,1.98,0.79,4,3.16,0.700,9/3/21,9/21/21,100.13,210.92,10.04,5.57,6.04,6.48,-28.78,2.72,In the Margin of Safety,-50,Blended,Ex-date,9,-13.96,19.75,8.43,-2.66,12.48,0.89,0.54,6.22,17.28,2.44,35.85,,Machinery
SWKS,"Skyworks Solutions, Inc.",,Information Technology,8,89.75,2.50,1.53,0.56,4,2.24,0.500,8/16/21,9/7/21,88.76,197.62,12.38,14.30,14.67,,-26.36,19.21,In the Margin of Safety,-60,Blended,Ex-date,17,13.97,20.53,25.98,9.99,27.67,3.99,0.32,15.39,15.89,4.12,1.44,,Semiconductors and Semiconductor Equipment
SWX,"Southwest Gas Holdings, Inc.",,Utilities,16,84,2.95,3.00,0.62,4,2.48,0.595,5/13/22,6/1/22,62.54,95.62,4.39,4.60,5.75,8.43,17.93,1.52,At Fair Value,0,Blended,Ex-date,9,-38.80,21.31,4.43,5.85,5.63,0.78,0.64,3.02,26.12,1.51,-53.55,,Gas Utilities
SXI,Standex International Corporation,,Industrials,12,84.76,1.23,1.10,0.26,4,1.04,0.240,11/5/21,11/24/21,83.96,121.45,8.70,9.58,10.76,14.43,5.58,12.17,In the Margin of Safety,-18,Blended,Ex-date,12,35.66,14.70,8.54,6.68,12.42,2.90,0.31,8.26,19.17,2.26,5.99,,Machinery
SXT,Sensient Technologies Corporation,,Materials,17,73.87,2.22,2.24,0.41,4,1.64,0.390,10/29/21,12/1/21,73.42,106.32,2.57,5.06,7.02,6.66,9.63,9.87,In the Margin of Safety,-5,Blended,Ex-date,9,3.93,2.62,9.03,2.75,13.16,3.66,0.36,7.33,28.39,3.66,6.19,,Chemicals
SYBT,"Stock Yards Bancorp, Inc.",,Financials,13,57.81,1.94,2.64,0.28,4,1.12,0.270,9/17/21,10/1/21,45.92,67.40,2.78,4.24,8.45,8.60,5.74,19.14,At Fair Value,0,Blended,Ex-date,10,-24.03,38.18,24.03,3.01,9.95,0.12,0.00,,23.02,2.04,5.51,,Banks
SYK,Stryker Corporation,,Health Care,29,195.7,1.42,1.09,0.695,4,2.78,0.630,12/30/21,1/31/22,193.66,281.16,9.96,10.21,10.49,12.94,10.86,11.83,In the Margin of Safety,-28,Blended,Pay date,12,42.56,18.45,11.57,7.99,14.12,1.98,0.50,8.06,50.07,6.72,14.66,,Healthcare Equipment and Supplies
SYY,Sysco Corporation,,Consumer Staples,52,78.44,2.50,2.64,0.49,4,1.96,0.470,6/30/22,7/22/22,68.05,91.53,-16.45,8.55,14.63,9.06,6.19,9.96,At Fair Value,0,Blended,Pay date,17,0.00,49.49,1.52,2.29,71.82,1.25,0.90,11.11,42.13,31.73,93.31,,Food and Staples Retailing
